word,translation,phonetic,pos,tag,total,spoken_ratio,academic_ratio,cefr_standard,difficulty_level,learning_level,dataset_type
attack,"n. 攻击, 抨击\nvt. 攻击, 抨击, 动手干\nvi. 攻击",(ә'tæk),n,高考 四级 六级 考研 雅思,55246,0.3207653042754226,0.1398653296166238,B1,3,中级,cet4
staff,"n. 全体人员, 工作班子, 棍棒, 杆, 拐杖, 支柱, 权杖\na. 职员的, 雇员的, 参谋的\nvt. 为...配备人员",(stɑ:f),n,高考 四级 六级 考研 托福 雅思,54920,0.1532957028404952,0.2525673707210488,A2,2,初级,cet4
growth,"n. 生长, 栽培, 增长\n[计] 等比级数",(grәuθ),n,高考 四级 六级 考研 雅思,54725,0.1035358611238008,0.3578985838282321,B1,3,中级,cet4
career,"n. 事业, 生涯, 成功\n[法] 职业, 专业, 履历",(kә'riә),n,四级 考研 托福 雅思,56915,0.1504524290608802,0.2032153210928577,B1,3,中级,cet4
quality,"n. 品质, 特性, 才能, 质量\na. 优质的\n[计] 品质",('kwɒlәti),n,高考 四级 六级 考研 托福 雅思,56213,0.0905840286054827,0.4266095031398431,B1,3,中级,cet4
occur,"vi. 发生, 被想到, 存在",(ә'kә:),v,高考 四级 六级 考研 托福 雅思,56157,0.1328418540876471,0.4670121267161707,A2,2,初级,cet4
character,"n. 个性, 字符, 人物, 性质, 品格, 资格\n[计] 字符",('kærәktә),n,高考 四级 六级 考研 托福,54265,0.1803925181977333,0.3230074633741822,B2,4,中级,cet4
skill,"n. 技术, 技巧, 技能, 熟练, 熟练工人\n[化] 技能",('skil),n,中考 高考 四级 六级 考研 雅思,55280,0.0523154848046309,0.5881874095513748,B2,4,中级,cet4
inherent,"a. 固有的, 与生俱来的\n[医] 固有的, 生来的",(in'hiәrәnt),j,六级 考研 托福 雅思,5700,0.0584210526315789,0.6391228070175439,B1,3,中级,cet4
liver,"n. 肝脏, 生活者, 居民\n[医] 肝",('livә),n,四级 六级 考研 托福,5774,0.1698995497055767,0.1548320055420852,A2,2,初级,cet4
force,"n. 力量, 武力, 势力, 影响力, 军队, 力, 效力\nvt. 强迫, 强夺, 推动, 提高\n[计] 人工转移; 强制",(fɒ:s),n,中考 高考 四级 六级 考研,115837,0.2401736923435517,0.2897606118942997,A2,2,初级,cet4
resource,"n. 资源, 财力, 办法, 策略, 急智, 消遣\n[计] 资源",(ri'sɒ:s),n,四级 六级 考研 托福 雅思,57586,0.083457784878269,0.5509672489841281,B1,3,中级,cet4
age,"n. 年龄, 老年, 成年, 寿命, 时代, 时期\nv. 变老, 成熟",(eidʒ),n,中考 高考 托福 雅思,112152,0.1245987588273058,0.288117911405949,A1,1,初级,cet4
order,"n. 次序, 规则, 命令\nvi. 命令, 定货\nvt. 整理, 命令, 定购\nn. 顺序, 阶数\n[计] 顺序, 阶数",('ɒ:dә),n,中考 高考 雅思,60564,0.1479591836734693,0.3223201902120071,A2,2,初级,cet4
common,"a. 通常的, 共同的, 通俗的, 公共的\n[计] 公用块",('kɒmәn),j,中考 高考 四级 六级 考研 雅思,60391,0.1127485883658161,0.4163865476643871,B1,3,中级,cet4
hospital,n. 医院\n[医] 医院,('hɒspitәl),n,中考 高考 雅思,63935,0.2128098850394932,0.1726128098850395,A2,2,初级,cet4
economy,"n. 经济, 理财, 节约\n[医] 经济, 整体",(i'kɒnәmi),n,四级 六级 考研 雅思,67240,0.2891879833432481,0.2688875669244497,B2,4,中级,cet4
general,"n. 一般, 将军, 大体\na. 全面的, 大体的, 总的, 一般的, 普遍的\nn. 常规\n[计] 常规",('dʒenәrәl),j,中考 高考 四级 六级 考研 托福 雅思,67115,0.1178127095284213,0.4087163823288385,B2,4,中级,cet4
short,"a. 短的, 近的, 矮的, 短期的, 简短的, 少量的\nadv. 简短地, 突然\nn. 扼要, 短片, 缺乏\nvt. 故意少给, 使短路",(ʃɒ:t),j,中考 高考 雅思,65694,0.1524187901482631,0.1766371358114896,A2,2,初级,cet4
culture,"n. 文化, 修养, 耕种\nvt. 耕种, 培养",('kʌltʃә),n,中考 高考 四级 六级 考研 托福 雅思,72196,0.0932184608565571,0.5437974403014018,B2,4,中级,cet4
step,"n. 步骤, 步, 步幅, 脚步声, 踏级, 步伐, 短距离, 步态, 手段, 等级\nvt. 踏, 以步测量, 跨步, 使成阶梯状\nvi. 跨步, 轻快地走, 跳舞, 踩, 踏上, 行走\n[计] 步骤",(step),n,中考 高考 四级 六级 考研,71987,0.1431369552835928,0.2005084251323155,A2,2,初级,cet4
industry,"n. 勤劳, 工业, 企业, 产业, 有组织的劳动\n[经] 工业, 实业",('indәstri),n,中考 高考 四级 六级 考研 雅思,77741,0.1689970543214005,0.2325542506528087,B1,3,中级,cet4
describe,"vt. 描述, 描绘, 画",(di'skraib),v,中考 高考 四级 六级 考研,76859,0.1416750152877346,0.4442940969827866,B1,3,中级,cet4
position,"n. 位置, 地位, 身分, 形势, 姿势, 立场, 职位, 状态, 阵地\nvt. 安置, 决定...的位置\n[计] 位置",(pә'ziʃәn),n,中考 高考 四级 六级 考研 雅思,82626,0.1930506136083073,0.3208675235398058,B1,3,中级,cet4
event,"n. 事件, 结果, 事情的进程, 竞赛项目\n[计] 事件",(i'vent),n,高考 四级 考研 雅思,81845,0.1549269961512615,0.3187855091942085,A2,2,初级,cet4
ground,"n. 土地, 战场, 场地, 地面, 范围\na. 土地的, 地面上的\nvt. 放在地上, 使搁浅, 打基础, 给...以训练\nvi. 搁浅, 落地, 根据, 基于\na. 磨过的\ngrind的过去式和过去分词",(graund),n,中考 高考 雅思,81234,0.1756653617943225,0.1461210823054386,B1,3,中级,cet4
star,"n. 星, 恒星, 星形物, 运气, 明星\nvt. 以星状物装饰, 用星号标, 使成为明星\nvi. 变成明星",(stɑ:),n,中考 高考 雅思,80007,0.1372879873011111,0.0997287737322984,A2,2,初级,cet4
oil,"n. 油, 石油, 油画颜料\nvt. 涂油于, 使融化成油状, 加油于\nvi. 加燃油, 融化",(ɒil),n,中考 高考 四级 考研 雅思,83916,0.1605772439105772,0.1488393155059821,A1,1,初级,cet4
pick,"n. 精选, 选择, 掘, 精华, 牙签, 鹤嘴锄\nv. 摘, 掘, 凿, 挖, 挑选\n[计] 拾取",(pik),v,中考 高考 雅思,83487,0.1981506102746535,0.0426293914022542,A2,2,初级,cet4
road,"n. 路, 道路, 公路, 途径, 方法\n[法] 公路, 道路, 行车道",(rәud),n,中考 高考 雅思,87528,0.1362649666392468,0.082487889589617,A2,2,初级,cet4
director,"n. 主管, 导演, 董事\n[计] 寻向偶极子; 指挥仪",(di'rektә),n,中考 高考 四级 六级 考研 雅思,87211,0.1554047081216819,0.1367946703970829,B1,3,中级,cet4
light,"n. 光, 光亮, 灯, 日光, 发光体, 光源, 杰出人物, 火花, 眼光\na. 轻的, 少量的, 轻微的, 轻快的, 轻浮的, 明亮的, 淡色的, 容易的\nvt. 点燃, 照亮\nvi. 点着, 变亮, 突降, 偶然碰到\nadv. 轻地",(lait),n,中考 高考 雅思,93877,0.0794230748745699,0.1011855939154425,A2,2,初级,cet4
hard,"a. 坚硬的, 硬的, 难的, 艰苦的, 困难的, 坚固的, 猛烈的, 艰难的, 结实的, 确实的\nadv. 坚硬地, 努力地, 辛苦地, 接近地, 猛烈地, 牢固地",(hɑ:d),j,中考 高考 雅思,94488,0.2529210058420116,0.0872174244348488,A2,2,初级,cet4
pull,"vt. 拉, 拖, 拔, 牵, 撕开, 吸引\nvi. 拉, 拖, 拔, 有吸引力\nn. 拉, 拖, 拔, 拉力, 牵引力, 划船, 吸引",(pul),v,中考 高考 托福 雅思,94325,0.1339623641664458,0.0337874370527431,A2,2,初级,cet4
be,"v. 是, 表示, 在\n[计] 后端, 总线允许",(bi:),v,中考 高考,16711569,0.2916116374231527,0.1644715107240977,A1,1,初级,cet4
low,"n. 低点, 低价, 低, 牛叫声\na. 低的, 消沉的, 低等的, 浅的, 卑贱的\nadv. 低下地, 谦卑地, 低\nvi. 牛叫",(lәu),j,中考 高考 GRE,117672,0.1027772112312189,0.3434886803997553,A2,2,初级,cet4
court,"n. 法院, 庭院, 奉承\nvt. 献殷勤, 追求, 招致\nvi. 求爱",(kɒ:t),n,高考 四级 六级 考研 托福 GRE,108946,0.2395039744460558,0.2808822719512419,A2,2,初级,cet4
defense,"n. 防卫, 防卫物\n[医] 防御",(di'fens),n,托福 GRE,65072,0.318693139906565,0.1711488812392426,B1,3,中级,cet4
response,"n. 反应, 回答, 响应\n[计] 应答",(ri'spɒns),n,四级 六级 考研 雅思 GRE,61127,0.128764702995403,0.5360315408902776,B1,3,中级,cet4
pool,"n. 池, 水塘, 石油层, 联营\nvt. 合伙经营, 共享, 采掘, 汇聚成\nvi. 汇合成塘, 淤积, 联营",(pu:l),n,中考 高考 四级 六级 考研,25237,0.1025874707770337,0.1316321274319451,A2,2,初级,cet4
of,"prep. 的, 属于",(ɒv),i,中考 高考,11155504,0.166489922821954,0.2947725176737868,A1,1,初级,cet4
speculative,"a. 思索性的, 投机的, 推测的\n[经] 投机的, 冒险的",('spekjuleitiv),j,GRE,1703,0.1133294186729301,0.4163241338813858,B2,4,中级,cet4
authorization,"n. 授权, 许可\n[经] 授权, 许可, 批准",(.ɒ:θәrai'zeiʃәn),n,GRE,1709,0.2100643651258045,0.4154476301930954,C1,5,高级,cet4
eclectic,"n. 折衷主义者\na. 选择的, 折衷的",(ek'lektik),j,GRE,1720,0.0680232558139534,0.1656976744186046,B1,3,中级,cet4
guy,"n. 家伙, 支索\nvt. 用支索撑住, 取笑, 嘲弄\nvi. 逃跑",(gai),n,四级 考研 雅思 GRE,127711,0.368088888192873,0.013021587803713,A1,1,初级,cet4
meet,"n. 会, 集会\na. 适宜的, 合适的\nvt. 遇见, 引见, 认识, 满足, 对付\nvi. 相遇, 接触",(mi:t),v,中考 高考 GRE,140040,0.2188446158240502,0.1690159954298772,A2,2,初级,cet4
issue,"n. 发行, 问题, 后果, 流出, 出口, 争端\nvi. 发行, 流出, 造成...结果, 传下\nvt. 使流出, 放出, 发行, 发布, 发给",('isju),n,四级 六级 考研 托福 雅思 GRE,169438,0.3157024988491365,0.3071211888714456,A2,2,初级,cet4
lot,"n. 运气, 签, 抽签, 份额, 许多, 一堆\nvt. 划分\nvi. 抽签, 抓阄",(lɒt),n,中考 高考 GRE,185988,0.5098608512377143,0.0307546723444523,A1,1,初级,cet4
hold,"n. 把握, 把持力, 柄, 控制, 掌握, 监禁\nvt. 保存, 握住, 拿住, 占据, 持有, 拥有\nvi. 支持, 持续, 有效\nn. 保留\n[计] 保留",(hәuld),v,中考 高考 雅思 GRE,191472,0.1531451073786245,0.1485804712960641,A2,2,初级,cet4
group,"n. 团体, 组, 团, 群\nv. 聚合, 成群\n[计] 创建组; 组, 用户组",(gru:p),n,中考 高考 雅思 GRE,249082,0.1247380380758143,0.4249925727270537,A2,2,初级,cet4
say,"vt. 说, 讲, 念, 说明, 指明\nvi. 说, 讲\nn. 意见, 发言权",(sei),v,中考 高考 雅思,2077536,0.2247951419373719,0.0393581627466383,A1,1,初级,cet4
even,"a. 平坦的, 相等的, 连贯的, 均等的, 公平的, 偶数的, 平均的, 平衡的, 恰好的\nvt. 使平坦, 使相等\nvi. 变平, 成为相等\nadv. 甚至, 实际上, 完全, 十分\nn. 偶数, 偶校验\n[计] 偶数, 偶校验",('i:vәn),r,中考 高考 托福 雅思 GRE,391962,0.1827141406564922,0.1604288170792066,A2,2,初级,cet4
variable,"n. 易变的事物, 变数, 可变物, 变量\na. 可变的, 不定的, 易变的, 变量的\n[计] 变量",('vєәriәbl),n,四级 六级 考研 托福 雅思,25028,0.0079910500239731,0.9355122263065366,B1,3,中级,cet4
scientific,"a. 科学的, 系统的, 符合科学规律的\n[计] 科学记数法",(.saiәn'tifik),j,高考 四级 六级 考研 雅思,25193,0.1054261104274997,0.4821577422299845,B2,4,中级,cet4
desk,"n. 书桌, 办公桌, 工作台",(desk),n,中考 高考 雅思,25304,0.0827932342712614,0.0367135630730319,A2,2,初级,cet4
extinct,"a. 熄灭的, 灭绝的, 耗尽的\n[法] 消灭了的, 过时的, 无效的",(ik'stiŋkt),j,四级 六级 考研 托福 雅思 GRE,1834,0.1063249727371864,0.2453653217011995,B1,3,中级,cet4
jagged,a. 锯齿状的\n[电] 锯齿形的,('dʒægd),j,雅思 GRE,1829,0.0382722799343903,0.0420995079278294,B1,3,中级,cet4
pollen,n. 花粉\nvt. 传授花粉给,('pɒlәn),n,托福 GRE,1771,0.0434782608695652,0.2275550536420101,B1,3,中级,cet4
prolong,"vt. 延长, 拖延, 拖长\n[化] 冷凝管",(prәu'lɒŋ),v,六级 考研 托福 雅思 GRE,1731,0.1681109185441941,0.2461005199306759,B1,3,中级,cet4
hasten,"vt. 催促, 加紧\nvi. 赶快, 急忙",('heisn),v,四级 六级 托福 GRE,1731,0.1045638359329867,0.2305025996533795,B1,3,中级,cet4
predicament,"n. 处境, 穷境, 困局",(pri'dikәmәnt),n,GRE,1747,0.0961648540354894,0.3039496279336005,B2,4,中级,cet4
significant,"a. 重要的, 有效的, 有含义的, 暗示的, 值得注意的",(sig'nifikәnt),j,四级 六级 考研 托福 雅思 GRE,63691,0.0967326623855803,0.653765838187499,B2,4,中级,cet4
husband,"n. 丈夫, 管理人, 节俭的人\nvt. 节俭, 使成丈夫, 持有",('hʌzbәnd),n,中考 高考 GRE,65536,0.2158966064453125,0.0888824462890625,B1,3,中级,cet4
produce,"n. 生产品, 物产, 后代\nvt. 产生, 生产, 提出, 出示\nvi. 生产, 制造",(prә'dju:s),v,中考 高考 四级 六级 考研 托福 GRE,79127,0.100799979779342,0.3589798678074488,B1,3,中级,cet4
moment,"n. 片刻, 瞬间, 重要, 阶段, 力矩\n[医] 片刻, 瞬间, 时机, 因素, 矩",('mәumәnt),n,中考 高考 托福 GRE,119290,0.2560482856903345,0.0889261463659988,B1,3,中级,cet4
in,"prep. 在...期间, 在...之内, 处于...之中, 从事于, 按照, 穿着\nadv. 进入, 朝里, 在里面, 在屋里\na. 在里面的, 在朝的\nn. 执政者, 交情",(in),i,中考 高考 雅思,7557934,0.1833687618865155,0.2478877164050387,A1,1,初级,cet4
stalk,"n. 茎, 追踪, 高视阔步\nvi. 悄悄靠近, 蹑手蹑脚地走近, 蔓延, 高视阔步\nvt. 追踪, 搜索",(stɒ:k),v,六级 考研 托福 GRE,3289,0.1453329279416235,0.0629370629370629,A2,2,初级,cet4
beverage,n. 饮料\n[化] 饮料(如牛奶、茶、咖啡、啤酒等),('bevәridʒ),n,考研 托福 雅思 GRE,3225,0.0741085271317829,0.1395348837209302,B1,3,中级,cet4
lunar,"a. 阴历的, 月的, 微亮的(指光)\n[医] 月的, 银的",('lu:nә),j,四级 六级 考研 托福 雅思 GRE,3236,0.0327564894932014,0.1749072929542645,A2,2,初级,cet4
postpone,"vt. 延迟, 使延期, 缓办, 搁延\nvi. 延缓, 延缓发作",(pәust'pәun),v,高考 四级 六级 考研 托福 雅思 GRE,3238,0.2001235330450895,0.1686226065472514,B1,3,中级,cet4
pass,"n. 经过, 要隘, 途径, 通行, 护照, 及格\nvt. 经过, 越过, 通过, 批准, 度过, 传递, 忽略\nvi. 经过, 变化, 流通, 及格, 宣判, 终止, 消逝, 被忽略, 不叫牌, 传递\n[计] 遍",(pæs),v,中考 高考 雅思,94585,0.1876407464185653,0.1200824655072157,A2,2,初级,cet4
report,"n. 报告, 报道, 传说, 案情报告, 爆炸声, 成绩单\nvt. 报告, 汇报, 转述, 报道, 揭发, 使报到\nvi. 报告, 写报道, 报到\n[计] 报告",(ri'pɒ:t),v,中考 高考 雅思,95400,0.2168553459119497,0.4030398322851153,B1,3,中级,cet4
price,"n. 价格, 代价, 价值\nvt. 定...的价格",(prais),n,中考 高考 雅思,95908,0.1574216957918005,0.1725299245109897,A2,2,初级,cet4
class,"n. 班级, 阶级, 种类, 课\nvt. 分类\n[计] 类别; 类; 种类; 类程",(klɑ:s),n,中考 高考 雅思,98580,0.1084499898559545,0.3850679651044836,A2,2,初级,cet4
former,"a. 从前的, 前者的\nn. 起形成作用的人(或物), 模型, 样板",('fɒ:mә),d,高考 四级 考研 托福 雅思,98927,0.2502754556390065,0.1296814823051341,B1,3,中级,cet4
intimidate,"vt. 威胁, 恐吓\n[法] 恐吓, 威胁, 使恐惧",(in'timideit),v,四级 六级 考研 托福 雅思 GRE,3139,0.2653711373048741,0.1201019432940427,B2,4,中级,cet4
imminent,"a. 即将来临的, 逼近的",('iminәnt),j,托福 雅思 GRE,3147,0.223069590085796,0.2326024785510009,B1,3,中级,cet4
plague,"n. 瘟疫, 天罚, 麻烦, 灾祸\nvt. 折磨, 使苦恼, 使得灾祸",(pleig),v,六级 考研 托福 雅思 GRE,3157,0.1102312321824516,0.2334494773519163,B1,3,中级,cet4
maternal,"a. 母亲的, 母系的, 母方的\n[医] 属母的, 母的, 母性的",(mә'tә:nl),j,托福 雅思 GRE,3168,0.0495580808080808,0.5126262626262627,B1,3,中级,cet4
groan,"n. 呻吟, 叹息\nvi. 呻吟, 抱怨, 受压迫\nvt. 呻吟地说",(grәun),v,四级 六级 考研 雅思 GRE,3173,0.029940119760479,0.0321462338480932,A2,2,初级,cet4
stall,"n. 厩, 停车处, 牧师职位, 货摊, 托辞, 拖延\nvt. 关入厩, 停顿, 推托, 支吾, 使陷于泥中\nvi. 被关在厩内, 陷于泥中, 停止, 支吾",(stɒ:l),n,六级 考研 托福 雅思 GRE,3316,0.0560916767189384,0.0958986731001206,A2,2,初级,cet4
prestigious,a. 享有声望的,(pre'stidʒiәs),j,考研 托福 雅思 GRE,3328,0.1162860576923077,0.2361778846153846,B2,4,中级,cet4
marked,"a. 有记号的, 显著的, 醒目的\n[化] 有记号的; 显著的",(mɑ:kt),j,GRE,3356,0.0610846245530393,0.3957091775923719,B1,3,中级,cet4
pillar,"n. 柱子, 栋梁, 台柱, 重要的支持者\n[医] 柱, 脚",('pilә),n,四级 六级 考研 托福 雅思 GRE,3360,0.0773809523809523,0.2470238095238095,B1,3,中级,cet4
model,"n. 模型, 模范, 模特儿\na. 模范的, 作模型用的\nvi. 做模型, 做模特儿\nvt. 使模仿, 塑造\n[计] 模型",('mɒdәl),n,中考 高考 四级 考研 雅思,91260,0.060749506903353,0.5413762875301337,A2,2,初级,cet4
better,a. 较好的\nadv. 比较好,('betә),j,高考 雅思,91528,0.2104601870465868,0.1563674503976925,B1,3,中级,cet4
military,"n. 军队\na. 军事的, 军人的, 适于战争的",('militәri),j,四级 六级 考研 托福,92102,0.2742611452520032,0.3235651777377256,B1,3,中级,cet4
relationship,"n. 关系, 关联\n[医] 关系",(ri'leiʃәnʃip),n,高考 四级 六级 考研 雅思,92198,0.1577474565608798,0.4855636781708931,B2,4,中级,cet4
season,"n. 季节, 时节, 当令期, 时期\nvt. 给...调味, 使成熟, 使老练, 缓和\nvi. 变干燥",('si:zn),n,中考 高考 托福 雅思,93030,0.0787165430506288,0.0536708588627324,B1,3,中级,cet4
perhaps,"adv. 也许, 大概",(pә'hæps),r,中考 高考 四级 六级 考研,93221,0.1805494470130121,0.2337134336683794,B1,3,中级,cet4
effort,"n. 努力, 成就",('efәt),n,中考 高考 四级 六级 考研,93914,0.1556743403539408,0.3605319760632067,B1,3,中级,cet4
police,"n. 警察, 警察当局, 治安\nvt. 维持治安, 管辖",(pә'li:s),n,中考 高考 四级 考研 雅思,94176,0.3731630139313625,0.0686374447842337,A2,2,初级,cet4
brochure,"n. 小册子, 小册",('brәuʃә),n,高考 考研 托福 雅思 GRE,3249,0.0486303477993228,0.2923976608187134,B1,3,中级,cet4
premiere,"v. 初次公演, 首次露面\nn. 初次的演出\na. 首次的, 首位的",(pri'miә),n,GRE,3252,0.1482164821648216,0.0538130381303813,B1,3,中级,cet4
slump,"n. 暴跌, 垂头弯腰的姿态\nvi. 猛然掉落, 陷入, 衰落(经济等)",(slʌmp),v,托福 GRE,3284,0.0490255785627283,0.0237515225334957,A2,2,初级,cet4
naive,"a. 天真的, 纯真的, 幼稚的",(nɑ:'i:v),j,六级 考研 GRE,3591,0.1812865497076023,0.2542467279309384,A2,2,初级,cet4
society,n. 社会；社交界；交往；社团,(sә'saiәti),n,中考 高考 四级 六级 考研,87095,0.1225099029795051,0.4867443596073253,B2,4,中级,cet4
explain,"v. 解释, 说明",(ik'splein),v,中考 高考 四级 六级 考研,87244,0.1442849938104626,0.2605222135619641,B1,3,中级,cet4
view,"n. 视野, 风景, 见解, 视力, 观看, 视图, 指望, 意图, 印象\nvt. 看, 考虑, 视察, 查看, 估量\n[计] 视图",(vju:),n,高考 四级 六级 考研 雅思,87911,0.1799888523620479,0.3266371671349433,A2,2,初级,cet4
finally,"adv. 最后, 终于",('fainәli),r,四级 考研,88457,0.180539697254033,0.1889166487671976,B1,3,中级,cet4
tax,"n. 税, 税款, 重负, 会费\nvt. 课以税, 使负重荷, 斥责",(tæks),n,高考 四级 六级 考研 托福,88738,0.3544253870945931,0.1006896707160404,A1,1,初级,cet4
return,"n. 回来, 返回, 来回票, 归还, 报答, 利润率, 报告书\na. 返回的, 回程的, 报答的, 反向的, 重现的, 复原的\nvi. 返回, 归还, 回来\nvt. 归还, 还, 回报, 产生, 反射, 报告, 申报, 退回\n[计] 返回",(ri'tә:n),v,中考 高考 雅思,88880,0.1262376237623762,0.1506863186318632,B1,3,中级,cet4
value,"n. 价值, 价格, 购买力, 评价, 估价, 计算结果\nvt. 评价, 估价, 重视\n[计] 计算结果",('vælju:),n,中考 高考 四级 六级 考研 雅思,88902,0.1000089986726957,0.4801354300240714,B2,4,中级,cet4
